date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:33	241828/241828	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:03:39%20GMT	http://divergent.wp4life.com/images/photos/p1.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/p1.jpg	(from http://divergent.wp4life.com/single-slider.html)
11:03:41	85503/85503	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:02:53%20GMT	http://divergent.wp4life.com/images/photos/blog-small2.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/blog-small2.jpg	(from http://divergent.wp4life.com/single.html)
11:03:53	220399/220399	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:03:52%20GMT	http://divergent.wp4life.com/images/photos/p4.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/p4.jpg	(from http://divergent.wp4life.com/single-slider.html)
11:03:54	3362/3362	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2031%20Oct%202015%2000:04:27%20GMT	http://divergent.wp4life.com/js/tabs.js	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/js/tabs.js	(from http://divergent.wp4life.com/features.html)
11:03:55	171177/171177	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:02:51%20GMT	http://divergent.wp4life.com/images/photos/blog-big2.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/blog-big2.jpg	(from http://divergent.wp4life.com/single.html)
11:03:56	17523/17523	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2031%20Oct%202015%2000:04:24%20GMT	http://divergent.wp4life.com/js/jquery.tooltipster.min.js	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/js/jquery.tooltipster.min.js	(from http://divergent.wp4life.com/)
11:03:59	355981/355981	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Sep%202015%2017:11:47%20GMT	http://divergent.wp4life.com/fonts/fontawesome-webfont.svg?v=4.4.0	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/fonts/fontawesome-webfont93e3.svg	(from http://divergent.wp4life.com/css/font-awesome.min.css)
11:04:05	27104/27104	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Sep%202015%2017:11:54%20GMT	http://divergent.wp4life.com/fonts/raleway-bold-webfont.eot	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/fonts/raleway-bold-webfont.eot	(from http://divergent.wp4life.com/css/style.css)
11:04:07	213910/213910	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:02:56%20GMT	http://divergent.wp4life.com/images/photos/features-small.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/features-small.jpg	(from http://divergent.wp4life.com/features.html)
11:04:09	81284/81284	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Sep%202015%2017:11:50%20GMT	http://divergent.wp4life.com/fonts/fontawesome-webfont.woff?v=4.4.0	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/fonts/fontawesome-webfont93e3.woff	(from http://divergent.wp4life.com/css/font-awesome.min.css)
11:04:09	5177/5177	---M--	200	added ('OK')	image/png	date:Sat,%2031%20Oct%202015%2000:02:43%20GMT	http://divergent.wp4life.com/images/youtube-play.png	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/youtube-play.png	(from http://divergent.wp4life.com/css/lightgallery.css)
11:04:09	29948/29948	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Sep%202015%2017:12:03%20GMT	http://divergent.wp4life.com/fonts/raleway-regular-webfont.woff	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/fonts/raleway-regular-webfont.woff	(from http://divergent.wp4life.com/css/style.css)
11:04:12	44320/44320	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2031%20Oct%202015%2000:04:28%20GMT	http://divergent.wp4life.com/js/youtube-player.js	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/js/youtube-player.js	(from http://divergent.wp4life.com/single-video.html)
11:04:46	206429/206429	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:04:07%20GMT	http://divergent.wp4life.com/images/photos/post3.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/post3.jpg	(from http://divergent.wp4life.com/blog.html)
11:04:48	237017/237017	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:04:01%20GMT	http://divergent.wp4life.com/images/photos/post1.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/post1.jpg	(from http://divergent.wp4life.com/blog.html)
11:04:57	291922/291922	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:04:04%20GMT	http://divergent.wp4life.com/images/photos/post2.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/post2.jpg	(from http://divergent.wp4life.com/blog.html)
11:05:04	111164/111164	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:04:08%20GMT	http://divergent.wp4life.com/images/photos/post4.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/post4.jpg	(from http://divergent.wp4life.com/blog.html)
11:05:11	153706/153706	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:04:10%20GMT	http://divergent.wp4life.com/images/photos/post5.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/post5.jpg	(from http://divergent.wp4life.com/blog.html)
11:05:14	634345/634345	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:03:04%20GMT	http://divergent.wp4life.com/images/photos/features.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/features.jpg	(from http://divergent.wp4life.com/features.html)
11:05:15	8578/8578	---MCZ	200	added ('OK')	text/css	date:Sat,%2031%20Oct%202015%2000:02:15%20GMT	http://divergent.wp4life.com/css/youtube-player.css	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/css/youtube-player.css	(from http://divergent.wp4life.com/single-video.html)
11:05:16	174851/174851	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Oct%202015%2000:02:48%20GMT	http://divergent.wp4life.com/images/photos/blog-big.jpg	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/images/photos/blog-big.jpg	(from http://divergent.wp4life.com/blog.html)
11:05:16	3250/3250	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2031%20Oct%202015%2000:02:18%20GMT	http://divergent.wp4life.com/css/font/ytp-regular.eot	C:/My%20Web%20Sites/My%20Portfolio/divergent.wp4life.com/css/font/ytp-regular.eot	(from http://divergent.wp4life.com/css/youtube-player.css)
